922,190,393,100,381,141,383,141.662284759321,383.45396578367
739,10,331,44,406,33,320,33.7614529584607,320.858590005695
86,611,68,568,426,560,3,560.677501288112,3.61432715347294
313,295,156,248,170,221,158,221.821175410835,158.773220625471
53,305,47,127,67,230,51,230.699320226985,51.4240642069701
24,335,33,258,89,255,31,255.693652478449,31.8632055201242
889,442,387,374,419,355,401,355.301690120086,401.345652880118
828,461,357,392,378,375,368,375.526166735077,368.937592953693
172,210,106,169,158,158,120,158.633213652915,120.996730409146
765,429,338,336,381,341,345,341.937212644172,345.052874173788
763,556,337,481,381,488,352,488.343131456717,352.605441000758
157,541,100,531,30,467,61,467.472666076288,61.3838800045679
259,165,138,83,188,127,154,127.801286885502,154.282702781592
934,69,395,52,373,65,376,65.5084212750975,376.333371688359
985,162,423,58,440,122,408,122.477553774522,408.320848084936
322,224,159,164,221,168,168,168.004878919372,168.024503005336
726,81,325,99,345,73,317,73.4316015926337,317.899905086955
768,191,340,156,373,142,334,142.94214476119,334.90278339482
245,597,133,627,88,541,90,541.675796160028,90.6338107280239
151,523,99,417,72,445,64,445.481500607267,64.0577315717067
683,572,310,601,343,509,319,509.305808902878,319.248577017683
976,326,413,101,401,245,416,245.578006886162,416.012412619716
945,463,397,536,456,377,415,377.720693497316,415.394976917625
342,145,164,93,176,114,178,114.568805830417,178.652205011607
764,581,337,573,446,521,354,521.832353746589,354.588189239857
372,47,181,32,190,56,199,56.009254868263,199.051112802685
104,619,79,627,344,572,15,572.423000556383,15.5323090402635
186,532,111,87,176,456,76,456.445358137206,76.4736452525115
21,552,30,627,88,480,-25,480.772631910456,-25.9063729087148
163,577,102,577,32,513,55,513.944183943964,55.7335227712121
825,162,357,156,388,123,348,123.264354374234,348.927533533085
171,394,105,328,97,308,94,308.206601192334,94.5799543227134
348,512,167,347,145,432,146,432.713605040729,146.325688544996
101,188,79,179,91,143,99,143.782001297987,99.5064235943664
1008,366,464,53,441,280,475,280.648528543131,475.206838292582
665,216,304,151,333,160,302,160.804312016714,302.472549391706
357,262,172,206,192,195,177,195.930776766865,177.068862236484
925,221,393,176,391,163,385,163.455911604527,385.974599426015
813,80,355,84,345,72,343,72.4414749924141,343.202806082742
689,382,312,364,323,296,314,296.15161470831,314.532640410478
495,424,229,391,224,337,224,337.067335994472,224.509891397853
12,335,21,42,50,255,19,255.767088930481,19.9600354045849
89,324,72,200,74,246,72,246.167054022582,72.5395250717855
554,396,257,339,258,309,255,309.588061610473,255.816254239666
597,58,274,57,283,60,275,60.8936329728664,275.018497914329
43,538,41,555,22,463,-8,463.378631828529,-8.55446062272947
996,599,441,47,442,548,494,548.420758532836,494.629639224652
314,485,156,410,141,401,137,401.667902638421,137.081357142527
556,72,258,75,260,69,261,69.110064372071,261.643317960005
748,157,332,85,332,120,326,120.287893440758,326.352211516888
995,292,439,250,427,217,438,217.158927294581,438.177295585142
233,467,130,417,72,381,110,381.852526526938,110.137005760251
139,468,94,417,97,382,69,382.89832297816,69.4842184732591
664,95,304,70,317,81,300,81.9797996279263,300.41356121081
579,148,268,65,259,115,269,115.232880807698,269.527202746545
821,630,356,601,343,593,384,593.252446821475,384.837014261105
158,552,100,543,28,481,58,481.305074504326,58.9570803009847
363,193,174,422,224,146,184,146.144749742889,184.091010080226
359,73,173,346,168,70,191,70.8332435783852,191.015012472329
732,277,328,210,344,206,327,206.149294699577,327.091942966096
940,130,395,78,377,102,380,102.226395491165,380.654441173161
42,524,41,621,38,446,-4,446.383584080093,-4.59790397006311
361,36,174,44,209,50,193,50.0354630452892,193.981539855952
83,218,68,216,83,164,85,164.653054018797,85.4355710785438
961,228,404,129,413,168,396,168.410098706598,396.978788459851
657,94,299,626,296,81,296,81.4501418274415,296.149817217656
695,375,314,298,329,289,316,289.639208067049,316.429813930313
398,139,190,133,250,110,201,110.44503711279,201.62319980207
780,315,343,246,339,236,343,236.780122689854,343.77236771475
409,328,194,97,217,248,193,248.733973723528,193.587457121298
39,518,40,621,38,439,-4,439.238075203049,-4.10419957505305
189,126,112,37,127,103,135,103.270372337552,135.494127145445
639,369,291,345,299,284,292,284.236822530966,292.016981722789
482,533,224,468,224,458,212,458.345682023163,212.540935943636
803,250,352,252,375,185,349,185.199763892056,349.040266958775
640,378,291,301,313,292,292,292.516471344417,292.125651542235
583,427,268,381,266,340,267,340.019908104808,267.320383369979
205,569,118,526,120,503,77,503.469443711689,77.4310542578499
779,258,343,246,359,191,340,191.336374334527,340.807824944626
149,288,98,232,126,216,103,216.709372961585,103.456406533149
11,345,20,42,50,264,16,264.342963995245,16.7995922423932
1003,178,459,22,398,132,442,132.733053142193,442.831279290621
936,97,395,73,386,81,378,81.9704261922225,378.270664489086
210,98,120,83,188,86,144,86.1712393716065,144.977263478474
380,412,182,336,173,325,174,325.279918921802,174.275232123119
792,136,348,61,374,106,339,106.599881395515,339.679570361216
899,432,388,345,416,344,401,344.932921826405,401.33476543993
532,13,247,88,254,36,253,36.5759297528408,253.483872458922
820,322,356,254,396,242,357,242.569877736432,357.373115752467
209,30,120,36,133,47,151,47.5216039312462,151.002894894075
334,621,161,21,158,576,122,576.589371928789,122.592376614013
